DB,SITEID,DUPL,TARGSITEID,LAT,LON,ELEV,DATE,TIME,STATE,MAPSHEET,LANDFORM TYPE,GEOMORPH1,GEOMORPH2,LANDUSE1,LANDUSE1a,LANDUSE2,LANDUSE2a,CONTAMtxt,TOSID,TOSTYPE,TOSTOPD,TOSBD,TOSRAD,TOSpH,BOSID,BOSTYPE,BOSTOPD,BOSBD,BOSRAD,BOSpH
field,2007190779,,TS1345,-36.125,144.981,102,24.10.2007,08:40,VIC,Barmah,alluvial plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,2 1 0 Grazing natural vegetation,5 2 1 Dairy,some cow manure   grazed in the past,2007190779001,PIT TRENCH SAMPLE,0,0.1,1,5,2007190779002,AUGER SAMPLE,0.62,0.84,1,5
field,2007190781,,TS1316,-38.1,147.038,11,03.04.2008,12:30,VIC,Bairnsdale Special,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,horse manure  grazed paddock  horses  yards in field,2007190781001,PIT TRENCH SAMPLE,0,0.1,1,5,2007190781002,AUGER SAMPLE,0.57,0.83,1,4.5
field,2007190782,,TS1279,-33.978,149.168,412,21.01.2008,11:59,NSW,Bathurst,alluvial terrace,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,clean site  fences nearby 100m  homestead aboiut 400m away,2007190782001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007190782002,AUGER SAMPLE,0.56,0.77,1,5.5
field,2007190783,,TS0993,-21.928,146.926,206,08.10.2007,10:25,QLD,Buchanan,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,,,2007190783001,PIT TRENCH SAMPLE,0,0.1,1,5,2007190783002,AUGER SAMPLE,0.58,0.65,1,7.5
field,2007190785,,TS0698,-15.325,129.089,8,10.07.2008,08:55,NT,Auvergne,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,,,None,2007190785001,PIT TRENCH SAMPLE,0,0.1,1,7,2007190785002,AUGER SAMPLE,0.6,0.9,1,6.5
field,2007190787,,TS1190,-30.275,144.102,125,07.11.2007,12:45,NSW,Louth,flood plain,channelled stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,5 2 3 Sheep,some wire fencing  animal droppings  clean site,2007190787001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190787002,AUGER SAMPLE,0.6,0.79,1,9
field,2007190788,2007190193,TS1305,-35.347,145.536,115,19.12.2007,12:47,NSW,Jerilderie,flood plain,over bank stream flow,,3 3 0 Dryland Cropping,4 3 1 Irrigated cereals,3 3 0 Dryland Cropping,5 2 2 Cattle,Vehicle track nearby 100m upstream of rd bridge,2007190788001,PIT TRENCH SAMPLE,0,0.1,1,5,2007190788002,AUGER SAMPLE,0.53,0.7,1,6
field,2007190789,,TS0899,-16.518,143.308,106,04.10.2007,14:30,QLD,Walsh,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,Cattle Tracks,2007190789001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190789002,AUGER SAMPLE,0.5,0.76,1,6
field,2007190790,,TS1292,-34.763,146.565,173,18.12.2007,15:30,NSW,Narranderra,flood plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,Scattered rubbishcans botttles Site relatively clean,2007190790001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190790002,AUGER SAMPLE,0.55,0.75,1,6
field,2007190791,,TS0995,-22.385,143.101,287,03.04.2008,12:30,QLD,Winton,anastomatic plain,over bank stream flow,channelled stream flow,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,gt30 metres upstream from railway track  20m from wire fence,2007190791001,PIT TRENCH SAMPLE,0,0.1,1,8.5,2007190791002,AUGER SAMPLE,0.62,0.78,1,8
field,2007190792,,TS0862,-12.214,142.992,14,16.08.2008,15:45,QLD,Cape Weymouth,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,,Nil,2007190792001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190792002,AUGER SAMPLE,0.6,0.8,1,6.5
field,2007190793,,TS0508,-27.376,115.928,267,16.11.2007,11:30,WA,Murgoo,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,,2007190793001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007190793002,AUGER SAMPLE,0.6,0.8,1,9
field,2007190794,,TS1168,-28.737,147.114,134,30.10.2007,12:48,QLD,Dirranbandi,flood plain,over bank stream flow,,3 2 0 Dryland Grazing modified pastures,,3 2 0 Dryland Grazing modified pastures,,,2007190794001,PIT TRENCH SAMPLE,0,0.1,1,7,2007190794002,AUGER SAMPLE,0.61,0.88,1,8
field,2007190795,,TS1066,-24.752,143.901,208,29.05.2008,08:20,QLD,Jundah,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190795001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007190795002,AUGER SAMPLE,0.64,0.84,1,6
field,2007190796,,TS1284,-34.197,144.112,93,23.01.2008,13:55,NSW,Hay,flood plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,public resrerve  some contamination  limited access to other sites  bottles  wire,2007190796001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190796002,AUGER SAMPLE,0.52,0.67,1,9.5
field,2007190798,2007191229,TS0652,-12.427,134.699,7,11.08.2009,10:20,NT,Millingimbi,alluvial terrace,over bank stream flow,,2 1 0 Grazing natural vegetation,,,,,2007190798001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190798002,AUGER SAMPLE,0.6,0.75,1,6
field,2007190799,,TS0452,-29.177,124.621,317,28.03.2008,15:40,WA,Plumridge,flood plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,,2007190799001,PIT TRENCH SAMPLE,0,0.1,1,8.5,2007190799002,AUGER SAMPLE,0.6,0.9,1,8.5
field,2007190802,,TS1201,-30.197,149.502,221,12.05.2008,13:55,NSW,Narrabri,flood plain,over bank stream flow,,4 3 0 Irrigated cropping,4 3 0 Irrigated cropping,2 1 0 Grazing natural vegetation,4 3 0 Irrigated cropping,site 40m from road  bridge nearby 300m  clean site  some v minor glass,2007190802001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190802002,AUGER SAMPLE,0.57,0.67,1,8
field,2007190803,,TS0421,-25.753,114.202,6,05.03.2008,16:40,WA,Wooramel,stagnant alluvial plain,channelled stream flow,sheet flow  sheet or surface wash,2 1 0 Grazing natural vegetation,3 3 0 Dryland Cropping,2 1 0 Grazing natural vegetation,,,2007190803001,PIT TRENCH SAMPLE,0.03,0.1,1,7.5,2007190803002,AUGER SAMPLE,0.6,0.95,1,8
field,2007190805,,TS0579,-31.846,119.999,388,10.12.2007,13:00,WA,Boorabbin,flood plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,Nil,2007190805001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007190805002,AUGER SAMPLE,0.6,0.75,1,4
field,2007190806,,TS1295,-34.841,148.365,256,17.12.2007,13:00,NSW,Cootamundra,flood plain,over bank stream flow,,3 3 0 Dryland Cropping,3 3 3 Dryland hay & silage,2 1 0 Grazing natural vegetation,5 2 3 Sheep,Adjacent to cropped paddock but site relatively clean,2007190806001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190806002,PIT TRENCH SAMPLE,0.56,0.69,1,6
field,2007190807,,TS0105,-27.084,135.522,110,10.08.2008,11:30,SA,Oodnadatta,flood plain,over bank stream flow,sheet flow  sheet or surface wash,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,,2007190807001,PIT TRENCH SAMPLE,0.05,0.15,1,6.5,2007190807002,AUGER SAMPLE,0.7,0.85,1,8.5
field,2007190809,,TS0015,-33.051,134.319,18,30.04.2009,,SA,Streaky Bay,coastal plain,sheet flow sheet or surface wash,wind,2 1 0 Grazing natural vegetation,3 3 1 Dryland cereals,2 1 0 Grazing natural vegetation,3 3 1 Dryland cereals,20m uphill from a wire fence and 25m  From road   Area entirely farmed:  fertilisers etc ,2007190809001,PIT TRENCH SAMPLE,0.05,0.15,1,9.5,2007190809002,PIT TRENCH SAMPLE,0.4,0.45,1,10
field,2007190810,,TS0587,-32.121,116.033,25,14.01.2008,11:05,WA,Pinjarra,flood plain,over bank stream flow,,5 4 0 Residential,,3 2 0 Dryland Grazing modified pastures,,,2007190810001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190810002,AUGER SAMPLE,0.6,0.9,1,6
field,2007190811,,TS1012,-23.054,141.65,122,01.04.2008,13:10,QLD,Brighton Downs,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle & 5 2 3 Sheep,nil,2007190811001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007190811002,AUGER SAMPLE,0.58,0.67,1,7.5
field,2007190812,,TS1359,-37.786,144.589,58,05.10.2007,14:00,VIC,Melbourne,flood plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,2 1 0 Grazing natural vegetation,4 3 0 Irrigated cropping,4WD course,2007190812001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007190812002,AUGER SAMPLE,0.6,0.8,1,6.5
field,2007190813,2007190698,TS1297,-35.023,144.528,81,23.01.2008,10:10,NSW,Deniliquin,flood plain,sheet flow sheet or surface wash,,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,clean site  fence nearby 30m  undisturbed flood plain,2007190813001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190813002,AUGER SAMPLE,0.49,0.79,1,9.5
field,2007190814,,TS0023,-32.158,136.785,86,30.09.2009,,SA,Port Augusta,longitudinal dunefield,over bank stream flow,wind,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,None,2007190814001,PIT TRENCH SAMPLE,0.05,0.15,1,7,2007190814002,PIT TRENCH SAMPLE,0.65,0.75,1,7
field,2007190816,,TS0947,-19.557,141.014,67,26.09.2007,15:00,QLD,Millungera,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,~10m from track and fence,2007190816001,PIT TRENCH SAMPLE,0,0.1,1,8,2007190816002,AUGER SAMPLE,0.55,0.78,1,8.5
field,2007190817,,TS0742,-18.679,132.99,400,27.07.2008,15:57,NT,South Lake Woods,aeolian landforms,dust deposition wind,detrital deposition still water,2 1 0 Grazing natural vegetation,,,,,2007190817001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190817002,AUGER SAMPLE,0.7,0.9,1,6.5
field,2007190818,2007191157,TS0622,-34.266,119.403,9,19.02.2008,10:50,WA,Bremer Bay,alluvial terrace,over bank stream flow,,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,,2007190818001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190818002,AUGER SAMPLE,0.6,0.85,1,7
field,2007190819,,TS0448,-28.764,120.623,372,03.03.2008,13:00,WA,Leonora,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190819001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190819002,AUGER SAMPLE,0.3,0.45,1,8
field,2007190821,,TS0905,-16.948,142.077,47,25.09.2007,16:30,QLD,Galbraith,alluvial plain,channelled stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,Near cattle track  clear felling,2007190821001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007190821002,AUGER SAMPLE,0.65,0.85,1,5.5
field,2007190822,,TS0591,-30.774,125.899,184,29.01.2008,12:30,WA,Seemore,peneplain,sheet flow sheet or surface wash,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190822001,PIT TRENCH SAMPLE,0,0.1,1,9,2007190822002,AUGER SAMPLE,0.6,0.9,1,8
field,2007190823,,TS1380,-41.66,144.934,1,06.02.2008,12:30,TAS,North West,alluvial plain,water,,1 0 0 Conservation and Natural Environments,,2 2 0 Production forestry of natural vegetation,,Near shack site,2007190823001,PIT TRENCH SAMPLE,0,0.1,1,4,2007190823002,AUGER SAMPLE,0.6,0.8,1,4.5
field,2007190825,2007191214,TS0976,-20.308,141.159,93,27.09.2007,13:00,QLD,Julia Creek,flood plain,channelled stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,Cattle tracks,2007190825001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007190825002,AUGER SAMPLE,0.58,0.78,1,8.5
field,2007190826,2007191052,TS0780,-20.902,129.349,310,31.05.2008,13:23,NT,Highland Rocks,source bordering dune,dust deposition wind,,1 0 0 Conservation and Natural Environments,,,,,2007190826001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190826002,AUGER SAMPLE,0.3,0.35,1,6.5
field,2007190827,2007191440,TS0498,-27.199,119.954,499,23.02.2008,08:30,WA,Sandstone,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,,2007190827001,PIT TRENCH SAMPLE,0,0.1,1,8.5,2007190827002,AUGER SAMPLE,0.6,0.9,1,8.5
field,2007190829,,TS0265,-19.988,120.217,18,10.06.2008,10:10,WA,Mandora,flood plain,sheet flow sheet or surface wash,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190829001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190829002,AUGER SAMPLE,0.6,0.8,1,6
field,2007190830,,TS0954,-20.149,138.039,221,18.09.2007,11:30,QLD,Mt Isa,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,,,2007190830001,PIT TRENCH SAMPLE,0,0.1,1,4.5,2007190830002,AUGER SAMPLE,0.63,0.71,1,5.5
field,2007190831,,TS0897,-16.819,141.322,7,24.09.2007,12:30,QLD,Galbraith,flood plain,channelled stream flow,tides,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,May be influenced by supratides,2007190831001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190831002,AUGER SAMPLE,0.55,0.68,1,7
field,2007190832,,TS0060,-29.692,133.476,147,23.07.2008,14:00,SA,Tallaringa,drainage depression,over bank stream flow,wind,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,Station track 50m upstream,2007190832001,PIT TRENCH SAMPLE,0.05,0.15,1,8,2007190832002,PIT TRENCH SAMPLE,0.35,0.45,1,9.5
field,2007190833,,TS0807,-22.934,136.784,240,14.05.2008,13:15,NT,Tobermorey,alluvial plain,over bank stream flow,sand deposition wind,2 1 0 Grazing natural vegetation,,,,None,2007190833001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190833002,AUGER SAMPLE,0.6,0.8,1,6
field,2007190834,2007190889,TS0616,-33.829,120.794,2,15.12.2007,16:50,WA,Ravensthorpe,Flood plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,3 2 0 Dryland Grazing modified pastures,5 2 2 Cattle,Nil,2007190834001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190834002,AUGER SAMPLE,0.6,0.9,1,6.5
field,2007190835,,TS0038,-31.268,131.691,55,21.06.2009,,SA,Nullarbor,pediplain,sheet flow sheet or surface wash,wind,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,None ,2007190835001,PIT TRENCH SAMPLE,0.05,0.15,1,9.5,2007190835002,PIT TRENCH SAMPLE,0.5,0.55,1,9.5
field,2007190836,,TS0330,-22.714,114.349,40,01.04.2008,15:30,WA,Yanrey Special,alluvial plain,channelled stream flow,over bank stream flow,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,2 1 0 Grazing natural vegetation,,2007190836001,PIT TRENCH SAMPLE,0.01,0.12,1,9,2007190836002,SURFACE REGOLITH SAMPLE,,0.7,1,8.5
field,2007190838,,TS1180,-29.372,146.72,135,16.04.2008,11:55,NSW,Enngonia,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,clean site  minor bottles  no wire  track and poly pipe nearby 10m  no wire  grazing,2007190838001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190838002,AUGER SAMPLE,0.47,0.63,1,8
field,2007190839,,TS1089,-25.447,151.667,70,25.07.2007,09:30,QLD,Maryborough,alluvial terrace,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,50m down hill from fruit orchard,2007190839001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190839002,PIT TRENCH SAMPLE,0.61,0.67,1,7.5
field,2007190841,,TS0999,-22.411,139.96,167,06.04.2008,09:45,QLD,Boulia,anastomatic plain,over bank stream flow,channelled stream flow,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,50m upstream from a concrete bridge and road  gully erosion,2007190841001,PIT TRENCH SAMPLE,0,0.1,1,9,2007190841002,AUGER SAMPLE,0.6,0.94,1,7.5
field,2007190842,,TS0955,-19.543,140.856,71,26.09.2007,16:00,QLD,Dobbyn,anastomatic plain,channelled stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,~50m from road and concrete bridge  wire fence,2007190842001,PIT TRENCH SAMPLE,0,0.1,1,7,2007190842002,AUGER SAMPLE,0.64,0.82,1,7.5
field,2007190843,,TS1008,-22.651,150.461,15,17.11.2008,16:00,QLD,Port Clinton,alluvial plain,over bank stream flow,,5 5 0 Services,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,Army defence training area  possibility of airborne explosive residues  site away from all training,2007190843001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190843002,AUGER SAMPLE,0.63,0.94,1,6
field,2007190844,,TS0003,-34.577,135.572,25,23.11.2008,,SA,Lincoln,alluvial swamp,sheet flow sheet or surface wash,over bank stream flow,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190844001,PIT TRENCH SAMPLE,0.05,0.1,1,9.5,2007190844002,AUGER SAMPLE,0.6,0.9,1,9.5
field,2007190846,,TS1101,-25.755,142.358,115,27.05.2008,12:40,QLD,Canterbury,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,10m from fence line  10 metres from river,2007190846001,PIT TRENCH SAMPLE,0,0.1,1,9.5,2007190846002,AUGER SAMPLE,0.61,0.84,1,8
field,2007190847,,TS0128,-34.664,138.488,2,10.11.2009,,SA,Adelaide,flood plain,over bank stream flow,sheet flow  sheet or surface wash,4 4 0 Irrigated perennial horticulture,,4 4 0 Irrigated perennial horticulture,,Intensive agriculture problems: galvanised wire fences  copperas logs  irrigation equipmentt,2007190847001,PIT TRENCH SAMPLE,0.15,0.25,1,9,2007190847002,AUGER SAMPLE,0.65,0.95,1,9
field,2007190848,,TS0844,-25.202,135.691,157,09.05.2008,11:00,NT,McDills,alluvial terrace,over bank stream flow,sand deposition wind,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,,None,2007190848001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190848002,AUGER SAMPLE,0.6,0.8,1,6.5
field,2007190849,2007191277,TS1151,-28.434,146.655,147,31.10.2007,10:21,QLD,Cunnamulla,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,,2007190849001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007190849002,AUGER SAMPLE,0.65,0.86,1,7.5
field,2007190850,,TS0213,-16.736,123.909,38,15.06.2008,15:05,WA,Yampi,alluvial terrace,over bank stream flow,,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,,2007190850001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007190850002,AUGER SAMPLE,0.6,0.9,1,7.5
field,2007190851,,TS0147,-32.251,138.162,0,19.07.2007,10:00,SA,Orroroo,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,,2007190851001,PIT TRENCH SAMPLE,0.05,0.1,1,9,2007190851002,AUGER SAMPLE,0.65,0.9,1,9
field,2007190852,,TS0779,-21.02,130.103,280,31.05.2008,12:00,NT,Highland Rocks,flood plain,detrital deposition still water,dust deposition wind,1 0 0 Conservation and Natural Environments,,,,,2007190852001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190852002,AUGER SAMPLE,0.75,0.8,1,6.5
field,2007190853,2007190939,TS0146,-32.272,137.754,14,18.07.2007,10:30,SA,Port Augusta,alluvial plain,over bank stream flow,sand deposition wind,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,gas pipeline 50m downstream,2007190853001,PIT TRENCH SAMPLE,0.05,0.1,1,8.5,2007190853002,PIT TRENCH SAMPLE,0.7,0.84,1,5
field,2007190854,,TS0052,-30.535,135.539,129,15.07.2008,14:00,SA,Kingoonya,pediplain,sheet flow sheet or surface wash,wind,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,,2007190854001,PIT TRENCH SAMPLE,0.05,0.15,1,9.5,2007190854002,AUGER SAMPLE,0.6,0.9,1,9.5
field,2007190855,,TS0487,-26.608,118.166,431,26.02.2008,15:15,WA,Belele,anastomatic plain,channelled stream flow,over bank stream flow,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,,2007190855001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007190855002,AUGER SAMPLE,0.6,0.97,1,7.5
field,2007190856,2007190357,TS0684,-15.046,135.21,15,16.07.2008,12:00,NT,Mount Young,alluvial terrace,over bank stream flow,,1 0 0 Conservation and Natural Environments,,,,None,2007190856001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007190856002,AUGER SAMPLE,0.6,0.9,1,5.5
field,2007190857,,TS0825,-24.255,135.233,382,20.04.2008,15:29,NT,Alice Springs,floodout,water,dust deposition wind,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,,None,2007190857001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007190857002,AUGER SAMPLE,0.6,0.7,1,7.5
field,2007190858,,TS0924,-18.139,141.168,26,29.09.2007,08:45,QLD,Croydon,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,,,2007190858001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190858002,AUGER SAMPLE,0.6,0.75,1,4.5
field,2007190859,,TS0289,-20.876,116.513,20,03.04.2008,14:09,WA,Dampier Special,flood plain,channelled stream flow,over bank stream flow,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,Possible human disturbance in flat areas next to river  chose to take sample from crest area,2007190859001,PIT TRENCH SAMPLE,0,0.1,1,8.5,2007190859002,AUGER SAMPLE,0.6,0.92,1,9
field,2007190861,,TS0461,-29.545,116.714,278,20.02.2008,09:35,WA,Perenjori,lacustrine plain,water,detrital deposition still water,3 6 0 Dryland Land in transition,,3 2 0 Dryland Grazing modified pastures,,New fence line 10 m away  ground chosen undisturbed; dust storms through area,2007190861001,PIT TRENCH SAMPLE,0,0.08,1,5.5,2007190861002,AUGER SAMPLE,0.6,0.9,1,7
field,2007190862,,TS0706,-16.161,136.757,13,17.07.2008,12:00,NT,Robinson River,alluvial terrace,over bank stream flow,,2 1 0 Grazing natural vegetation,,,,None,2007190862001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190862002,AUGER SAMPLE,0.6,0.9,1,6
field,2007190864,,TS0464,-29.353,117.818,307,29.04.2008,08:40,WA,Ningham,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007190864001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190864002,AUGER SAMPLE,0.2,0.75,1,8
field,2007190865,2007191183,TS0046,-30.744,136.905,67,04.08.2008,12:30,SA,Andamooka,alluvial plain,over bank stream flow,wind,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,,2007190865001,PIT TRENCH SAMPLE,0.05,0.1,1,8.5,2007190865002,PIT TRENCH SAMPLE,0.65,0.8,1,8.5
field,2007190866,,TS0686,-15.102,133.076,162,20.09.2007,18:15,NT,Larrimah,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,10m down stream fence  50m up stream hwy,2007190866001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190866002,AUGER SAMPLE,0.54,0.78,1,6.5
field,2007190867,,TS1032,-23.557,145.805,304,31.03.2008,12:00,QLD,Jericho,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,~10 metres from wire fence,2007190867001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007190867002,AUGER SAMPLE,0.7,0.9,1,6
field,2007190868,,TS0678,-14.827,130.185,13,09.07.2008,09:45,NT,Port Keats,alluvial plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,,,None,2007190868001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190868002,AUGER SAMPLE,0.6,0.95,1,5.5
field,2007190870,,TS0025,-31.988,137.209,90,21.08.2009,,SA,Torrens,erosional plain,sand deposition wind,sheet flow  sheet or surface wash,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 3 Sheep,None,2007190870001,PIT TRENCH SAMPLE,0.05,0.1,1,4.5,2007190870002,PIT TRENCH SAMPLE,0.65,0.75,1,5.5
field,2007190871,,TS0613,-33.592,122.173,115,15.12.2007,07:45,WA,Esperance,flood plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,3 2 0 Dryland Grazing modified pastures,5 2 2 Cattle,Nil,2007190871001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190871002,AUGER SAMPLE,0.5,0.6,1,8
field,2007190874,2007191297,TS0722,-17.409,130.774,330,27.07.2008,11:03,NT,Wave Hill,alluvial terrace,channelled stream flow,dust deposition wind,2 1 0 Grazing natural vegetation,,,,,2007190874001,PIT TRENCH SAMPLE,0,0.1,1,6,2007190874002,AUGER SAMPLE,0.6,0.8,1,6
field,2007190875,2007190256,TS0087,-28.132,136.783,2,12.08.2008,09:30,SA,Lake Eyre,alluvial swamp,over bank stream flow,sheet flow  sheet or surface wash,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,,2007190875001,PIT TRENCH SAMPLE,0.05,0.2,1,8.5,2007190875002,PIT TRENCH SAMPLE,0.6,0.8,1,8.5
